rank,symbol,name,last_price,indices
394,KSB,KSB Ltd.,,Nifty Microcap 250|Nifty Total Market
395,KAJARIACER,Kajaria Ceramics Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
396,KPIL,Kalpataru Projects International Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
397,KALYANKJIL,Kalyan Jewellers India Ltd.,608.25,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
398,KANSAINER,Kansai Nerolac Paints Ltd.,,Nifty Microcap 250|Nifty Total Market
399,KTKBANK,Karnataka Bank Ltd.,,Nifty Microcap 250|Nifty Total Market
400,KARURVYSYA,Karur Vysya Bank Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
401,KSCL,Kaveri Seed Company Ltd.,,Nifty Microcap 250|Nifty Total Market
402,KAYNES,Kaynes Technology India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
403,KEC,Kec International Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
404,KFINTECH,Kfin Technologies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
405,KIRLOSBROS,Kirloskar Brothers Ltd.,,Nifty Microcap 250|Nifty Total Market
406,KIRLOSENG,Kirloskar Oil Eng Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
407,KIRLPNU,Kirloskar Pneumatic Company Ltd.,,Nifty Microcap 250|Nifty Total Market
408,KITEX,Kitex Garments Ltd.,,Nifty Microcap 250|Nifty Total Market
409,KOTAKBANK,Kotak Mahindra Bank Ltd.,391.15,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
410,KIMS,Krishna Institute of Medical Sciences Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
411,LTF,L&T Finance Ltd.,306.3,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
412,LTTS,L&T Technology Services Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
413,LGEINDIA,LG Electronics India Ltd.,1729.7,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
414,LICHSGFIN,LIC Housing Finance Ltd.,500.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
415,LTFOODS,LT Foods Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
416,LTM,LTM Ltd.,4715.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
417,LT,Larsen & Toubro Ltd.,4057.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
418,LATENTVIEW,Latent View Analytics Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
419,LAURUSLABS,Laurus Labs Ltd.,1787.3,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
420,LXCHEM,Laxmi Organic Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
421,IXIGO,Le Travenues Technology Ltd.,,Nifty Microcap 250|Nifty Total Market
422,THELEELA,Leela Palaces Hotels & Resorts Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
423,LEMONTREE,Lemon Tree Hotels Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
424,LENSKART,Lenskart Solutions Ltd.,611.85,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
425,LICI,Life Insurance Corporation of India,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
426,LINDEINDIA,Linde India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
427,LLOYDSENGG,Lloyds Engineering Works Ltd.,,Nifty Microcap 250|Nifty Total Market
428,LLOYDSENT,Lloyds Enterprises Ltd.,,Nifty Microcap 250|Nifty Total Market
429,LLOYDSME,Lloyds Metals And Energy Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
430,LODHA,Lodha Developers Ltd.,1243.9,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
431,LUMAXTECH,Lumax Auto Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
432,LUPIN,Lupin Ltd.,2235.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
433,MMTC,MMTC Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
434,MOIL,MOIL Ltd.,,Nifty Microcap 250|Nifty Total Market
435,MRF,MRF Ltd.,133490.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
436,MSTCLTD,MSTC Ltd.,,Nifty Microcap 250|Nifty Total Market
437,MTARTECH,MTAR Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
438,MGL,Mahanagar Gas Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
439,MAHSCOOTER,Maharashtra Scooters Ltd.,,Nifty Microcap 250|Nifty Total Market
440,MAHSEAMLES,Maharashtra Seamless Ltd.,,Nifty Microcap 250|Nifty Total Market
441,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,390.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
442,M&M,Mahindra & Mahindra Ltd.,3428.3,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
443,MANAPPURAM,Manappuram Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
444,MRPL,Mangalore Refinery & Petrochemicals Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
445,MANKIND,Mankind Pharma Ltd.,2425.2,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
446,MANORAMA,Manorama Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
447,MARICO,Marico Ltd.,865.2,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
448,MARKSANS,Marksans Pharma Ltd.,,Nifty Microcap 250|Nifty Total Market
449,MARUTI,Maruti Suzuki India Ltd.,13834.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
450,MASTEK,Mastek Ltd.,,Nifty Microcap 250|Nifty Total Market
451,MFSL,Max Financial Services Ltd.,1538.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
452,MAXHEALTH,Max Healthcare Institute Ltd.,1008.6,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
453,MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,2580.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
454,MEDPLUS,Medplus Health Services Ltd.,,Nifty Microcap 250|Nifty Total Market
455,MEESHO,Meesho Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
456,METROPOLIS,Metropolis Healthcare Ltd.,,Nifty Microcap 250|Nifty Total Market
457,MINDACORP,Minda Corporation Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
458,MIDHANI,Mishra Dhatu Nigam Ltd.,,Nifty Microcap 250|Nifty Total Market
459,MSUMI,Motherson Sumi Wiring India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
460,MOTILALOFS,Motilal Oswal Financial Services Ltd.,903.7,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
461,MPHASIS,MphasiS Ltd.,2545.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
462,BECTORFOOD,Mrs. Bectors Food Specialities Ltd.,,Nifty Microcap 250|Nifty Total Market
463,MCX,Multi Commodity Exchange of India Ltd.,2911.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
464,MUTHOOTFIN,Muthoot Finance Ltd.,2842.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
465,NATCOPHARM,NATCO Pharma Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
466,NBCC,NBCC (India) Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
467,NCC,NCC Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
468,NEOGEN,NEOGEN CHEMICALS LTD.,,Nifty Microcap 250|Nifty Total Market
469,NESCO,NESCO Ltd.,,Nifty Microcap 250|Nifty Total Market
470,NHPC,NHPC Ltd.,76.9,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
471,NLCINDIA,NLC India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
472,NMDC,NMDC Ltd.,84.4,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
473,NSLNISP,NMDC Steel Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
474,NTPCGREEN,NTPC Green Energy Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
475,NTPC,NTPC Ltd.,340.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
476,NH,Narayana Hrudayalaya Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
477,NATIONALUM,National Aluminium Co. Ltd.,376.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
478,NFL,National Fertilizers Ltd.,,Nifty Microcap 250|Nifty Total Market
479,NAVA,Nava Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
480,NAVINFLUOR,Navin Fluorine International Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
481,NAZARA,Nazara Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
482,NESTLEIND,Nestle India Ltd.,1499.1,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
483,NETWEB,Netweb Technologies India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
484,NETWORK18,Network18 Media & Investments Ltd.,,Nifty Microcap 250|Nifty Total Market
485,NEULANDLAB,Neuland Laboratories Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
486,NEWGEN,Newgen Software Technologies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
487,NAM-INDIA,Nippon Life India Asset Management Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
488,NIVABUPA,Niva Bupa Health Insurance Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
489,NUVAMA,Nuvama Wealth Management Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
490,NUVOCO,Nuvoco Vistas Corporation Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
491,OBEROIRLTY,Oberoi Realty Ltd.,1846.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
492,ONGC,Oil & Natural Gas Corporation Ltd.,236.4,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
493,OIL,Oil India Ltd.,468.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
494,OLAELEC,Ola Electric Mobility Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
495,OLECTRA,Olectra Greentech Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
496,PAYTM,One 97 Communications Ltd.,1603.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
497,ONESOURCE,Onesource Specialty Pharma Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
498,OPTIEMUS,Optiemus Infracom Ltd.,,Nifty Microcap 250|Nifty Total Market
499,OFSS,Oracle Financial Services Software Ltd.,11828.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
500,ORIENTCEM,Orient Cement Ltd.,,Nifty Microcap 250|Nifty Total Market
501,ORKLAINDIA,Orkla India Ltd.,,Nifty Microcap 250|Nifty Total Market
502,OSWALPUMPS,Oswal Pumps Ltd.,,Nifty Microcap 250|Nifty Total Market
503,PNGJL,P N Gadgil Jewellers Ltd.,,Nifty Microcap 250|Nifty Total Market
504,POLICYBZR,PB Fintech Ltd.,1741.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
505,PCJEWELLER,PC Jeweller Ltd.,,Nifty Microcap 250|Nifty Total Market
506,PCBL,PCBL Chemical Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
507,PGEL,PG Electroplast Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
508,PIIND,PI Industries Ltd.,2490.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
509,PNBHOUSING,PNB Housing Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
510,PNCINFRA,PNC Infratech Ltd.,,Nifty Microcap 250|Nifty Total Market
511,PTC,PTC India Ltd.,,Nifty Microcap 250|Nifty Total Market
512,PTCIL,PTC Industries Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
513,PVRINOX,PVR INOX Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
514,PAGEIND,Page Industries Ltd.,36750.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
515,PARADEEP,Paradeep Phosphates Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
516,PARAS,Paras Defence and Space Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
517,PARKHOSPS,Park Medi World Ltd.,,Nifty Microcap 250|Nifty Total Market
518,PATANJALI,Patanjali Foods Ltd.,352.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
519,PGIL,Pearl Global Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
520,PERSISTENT,Persistent Systems Ltd.,5580.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
521,PETRONET,Petronet LNG Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
522,PFIZER,Pfizer Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
523,PHOENIXLTD,Phoenix Mills Ltd.,1890.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
524,PWL,Physicswallah Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
525,PICCADIL,Piccadily Agro Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
526,PIDILITIND,Pidilite Industries Ltd.,1693.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
527,PINELABS,Pine Labs Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
528,PIRAMALFIN,Piramal Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
529,PPLPHARMA,Piramal Pharma Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
530,POLYMED,Poly Medicure Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
531,POLYCAB,Polycab India Ltd.,9240.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
532,POONAWALLA,Poonawalla Fincorp Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
533,PFC,Power Finance Corporation Ltd.,376.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
534,POWERGRID,Power Grid Corporation of India Ltd.,266.05,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
535,POWERMECH,Power Mech Projects Ltd.,,Nifty Microcap 250|Nifty Total Market
536,PRAJIND,Praj Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
537,PREMIERENE,Premier Energies Ltd.,1017.3,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
538,PRESTIGE,Prestige Estates Projects Ltd.,1592.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
539,PRICOLLTD,Pricol Ltd.,,Nifty Microcap 250|Nifty Total Market
540,PFOCUS,Prime Focus Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
541,PRSMJOHNSN,Prism Johnson Ltd.,,Nifty Microcap 250|Nifty Total Market
542,PRIVISCL,Privi Speciality Chemicals Ltd.,,Nifty Microcap 250|Nifty Total Market
543,PRUDENT,Prudent Corporate Advisory Services Ltd.,,Nifty Microcap 250|Nifty Total Market
544,PNB,Punjab National Bank,118.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
545,PURVA,Puravankara Ltd.,,Nifty Microcap 250|Nifty Total Market
546,QPOWER,QUALITY POWER ELECTRICAL EQUIPMENTS Ltd.,,Nifty Microcap 250|Nifty Total Market
547,QUESS,Quess Corp Ltd.,,Nifty Microcap 250|Nifty Total Market
548,RRKABEL,R R Kabel Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
549,RBLBANK,RBL Bank Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
550,RECLTD,REC Ltd.,335.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
551,RHIM,RHI MAGNESITA INDIA LTD.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
552,RITES,RITES Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
553,RADICO,Radico Khaitan Ltd,4650.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
554,RVNL,Rail Vikas Nigam Ltd.,227.35,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
555,RAILTEL,Railtel Corporation Of India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
556,RAIN,Rain Industries Ltd,,Nifty Microcap 250|Nifty Total Market
557,RAINBOW,Rainbow Childrens Medicare Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
558,RALLIS,Rallis India Ltd.,,Nifty Microcap 250|Nifty Total Market
559,RKFORGE,Ramkrishna Forgings Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
560,RCF,Rashtriya Chemicals & Fertilizers Ltd.,,Nifty Microcap 250|Nifty Total Market
561,RATEGAIN,Rategain Travel Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
562,RATNAMANI,Ratnamani Metals & Tubes Ltd.,,Nifty Microcap 250|Nifty Total Market
563,RTNINDIA,RattanIndia Enterprises Ltd.,,Nifty Microcap 250|Nifty Total Market
564,RTNPOWER,RattanIndia Power Ltd.,,Nifty Microcap 250|Nifty Total Market
565,RAYMONDLSL,Raymond Lifestyle Ltd.,,Nifty Microcap 250|Nifty Total Market
566,REDINGTON,Redington Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
567,REDTAPE,Redtape Ltd.,,Nifty Microcap 250|Nifty Total Market
568,REFEX,Refex Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
569,RELAXO,Relaxo Footwears Ltd.,,Nifty Microcap 250|Nifty Total Market
570,RELIANCE,Reliance Industries Ltd.,1310.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
571,RPOWER,Reliance Power Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
572,RELIGARE,Religare Enterprises Ltd.,,Nifty Microcap 250|Nifty Total Market
573,RBA,Restaurant Brands Asia Ltd.,,Nifty Microcap 250|Nifty Total Market
574,ROUTE,Route Mobile Ltd.,,Nifty Microcap 250|Nifty Total Market
575,RUBICON,Rubicon Research Ltd.,,Nifty Microcap 250|Nifty Total Market
576,SBFC,SBFC Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
577,SBICARD,SBI Cards and Payment Services Ltd.,633.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
578,SBILIFE,SBI Life Insurance Company Ltd.,1795.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
579,SJVN,SJVN Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
580,SKFINDUS,SKF India (Industrial) Ltd.,,Nifty Microcap 250|Nifty Total Market
581,SKFINDIA,SKF India Ltd.,,Nifty Microcap 250|Nifty Total Market
582,SKYGOLD,SKY GOLD AND DIAMONDS Ltd.,,Nifty Microcap 250|Nifty Total Market
583,SMLMAH,SML Mahindra Ltd.,,Nifty Microcap 250|Nifty Total Market
584,SHRIPISTON,SPR Auto Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
585,SRF,SRF Ltd.,2606.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
586,LOTUSDEV,SRI LOTUS DEVELOPERS AND REALTY Ltd.,,Nifty Microcap 250|Nifty Total Market
587,SAATVIKGL,Saatvik Green Energy Ltd.,,Nifty Microcap 250|Nifty Total Market
588,SAFARI,Safari Industries (India) Ltd.,,Nifty Microcap 250|Nifty Total Market
589,SAGILITY,Sagility Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
590,SAILIFE,Sai Life Sciences Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
591,SAMHI,Samhi Hotels Ltd.,,Nifty Microcap 250|Nifty Total Market
592,SAMMAANCAP,Sammaan Capital Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
593,MOTHERSON,Samvardhana Motherson International Ltd.,168.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
594,SANDUMA,Sandur Manganese & Iron Ores Ltd.,,Nifty Microcap 250|Nifty Total Market
595,SANOFICONR,Sanofi Consumer Healthcare India Ltd.,,Nifty Microcap 250|Nifty Total Market
596,SANSERA,Sansera Engineering Ltd.,,Nifty Microcap 250|Nifty Total Market
597,SAPPHIRE,Sapphire Foods India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
