rank,symbol,name,last_price,indices
194,DELHIVERY,Delhivery Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
195,DEVYANI,Devyani International Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
196,DIACABS,Diamond Power Infrastructure Ltd.,,Nifty Microcap 250|Nifty Total Market
197,DBL,Dilip Buildcon Ltd.,,Nifty Microcap 250|Nifty Total Market
198,DIVISLAB,Divi's Laboratories Ltd.,8477.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
199,DIXON,Dixon Technologies (India) Ltd.,14130.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
200,AGARWALEYE,Dr. Agarwal's Health Care Ltd.,,Nifty Microcap 250|Nifty Total Market
201,LALPATHLAB,Dr. Lal Path Labs Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
202,DRREDDY,Dr. Reddy's Laboratories Ltd.,1200.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
203,DUMMYINXGN,Dummy Inox Green Ltd.,,Nifty Microcap 250|Nifty Total Market
204,DUMMYTRVN,Dummy Triveni Ltd.,,Nifty Microcap 250|Nifty Total Market
205,DYNAMATECH,Dynamatic Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
206,EIDPARRY,E.I.D. Parry (India) Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
207,EIHOTEL,EIH Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
208,EPL,EPL Ltd.,,Nifty Microcap 250|Nifty Total Market
209,EDELWEISS,Edelweiss Financial Services Ltd.,,Nifty Microcap 250|Nifty Total Market
210,EICHERMOT,Eicher Motors Ltd.,8066.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
211,ELECON,Elecon Engineering Co. Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
212,EMIL,Electronics Mart India Ltd.,,Nifty Microcap 250|Nifty Total Market
213,ELECTCAST,Electrosteel Castings Ltd.,,Nifty Microcap 250|Nifty Total Market
214,ELGIEQUIP,Elgi Equipments Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
215,ELLEN,Ellenbarrie Industrial Gases Ltd.,,Nifty Microcap 250|Nifty Total Market
216,EMAMILTD,Emami Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
217,EMBDL,Embassy Developments Ltd.,,Nifty Microcap 250|Nifty Total Market
218,EMCURE,Emcure Pharmaceuticals Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
219,EMMVEE,Emmvee Photovoltaic Power Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
220,ENDURANCE,Endurance Technologies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
221,ENGINERSIN,Engineers India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
222,ENTERO,Entero Healthcare Solutions Ltd.,,Nifty Microcap 250|Nifty Total Market
223,EIEL,Enviro Infra Engineers Ltd.,,Nifty Microcap 250|Nifty Total Market
224,EQUITASBNK,Equitas Small Finance Bank Ltd.,,Nifty Microcap 250|Nifty Total Market
225,ERIS,Eris Lifesciences Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
226,ESCORTS,Escorts Kubota Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
227,ETERNAL,Eternal Ltd.,318.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
228,ETHOSLTD,Ethos Ltd.,,Nifty Microcap 250|Nifty Total Market
229,EUREKAFORB,Eureka Forbes Ltd.,,Nifty Microcap 250|Nifty Total Market
230,EXIDEIND,Exide Industries Ltd.,476.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
231,NYKAA,FSN E-Commerce Ventures Ltd.,331.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
232,FEDFINA,Fedbank Financial Services Ltd.,,Nifty Microcap 250|Nifty Total Market
233,FEDERALBNK,Federal Bank Ltd.,351.3,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
234,FACT,Fertilisers and Chemicals Travancore Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
235,FIEMIND,Fiem Industries Ltd,,Nifty Microcap 250|Nifty Total Market
236,FINCABLES,Finolex Cables Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
237,FINPIPE,Finolex Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
238,FSL,Firstsource Solutions Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
239,FIVESTAR,Five-Star Business Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
240,FORCEMOT,Force Motors Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
241,FORTIS,Fortis Healthcare Ltd.,929.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
242,UTLSOLAR,Fujiyama Power Systems Ltd.,,Nifty Microcap 250|Nifty Total Market
243,GAIL,GAIL (India) Ltd.,174.9,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
244,GVT&D,GE Vernova T&D India Ltd.,4350.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
245,GHCL,GHCL Ltd.,,Nifty Microcap 250|Nifty Total Market
246,GMMPFAUDLR,GMM Pfaudler Ltd.,,Nifty Microcap 250|Nifty Total Market
247,GMRAIRPORT,GMR Airports Ltd.,101.51,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
248,GMRP&UI,GMR Power and Urban Infra Ltd.,,Nifty Microcap 250|Nifty Total Market
249,GABRIEL,Gabriel India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
250,GALLANTT,Gallantt Ispat Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
251,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
252,GRWRHITECH,Garware Hi-Tech Films Ltd.,,Nifty Microcap 250|Nifty Total Market
253,GICRE,General Insurance Corporation of India,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
254,GILLETTE,Gillette India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
255,GLAND,Gland Pharma Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
256,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
257,GLENMARK,Glenmark Pharmaceuticals Ltd.,2318.4,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
258,MEDANTA,Global Health Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
259,GODIGIT,Go Digit General Insurance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
260,GPIL,Godawari Power & Ispat Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
261,GODFRYPHLP,Godfrey Phillips India Ltd.,2149.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
262,GODREJAGRO,Godrej Agrovet Ltd.,,Nifty Microcap 250|Nifty Total Market
263,GODREJCP,Godrej Consumer Products Ltd.,934.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
264,GODREJIND,Godrej Industries Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
265,GODREJPROP,Godrej Properties Ltd.,1990.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
266,GOKEX,Gokaldas Exports Ltd.,,Nifty Microcap 250|Nifty Total Market
267,GOKULAGRO,Gokul Agro Resources Ltd.,,Nifty Microcap 250|Nifty Total Market
268,GRANULES,Granules India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
269,GRAPHITE,Graphite India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
270,GRASIM,Grasim Industries Ltd.,3248.7,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
271,GRAVITA,Gravita India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
272,GESHIP,Great Eastern Shipping Co. Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
273,GREAVESCOT,Greaves Cotton Ltd.,,Nifty Microcap 250|Nifty Total Market
274,GRINDWELL,Grindwell Norton Ltd.,,Nifty Microcap 250|Nifty Total Market
275,GAEL,Gujarat Ambuja Exports Ltd.,,Nifty Microcap 250|Nifty Total Market
276,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
277,GMDCLTD,Gujarat Mineral Development Corporation Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
278,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,,Nifty Microcap 250|Nifty Total Market
279,GPPL,Gujarat Pipavav Port Ltd.,,Nifty Microcap 250|Nifty Total Market
280,GSFC,Gujarat State Fertilizers & Chemicals Ltd.,,Nifty Microcap 250|Nifty Total Market
281,HEG,H.E.G. Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
282,HGINFRA,H.G. Infra Engineering Ltd.,,Nifty Microcap 250|Nifty Total Market
283,HBLENGINE,HBL Engineering Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
284,HCLTECH,HCL Technologies Ltd.,1360.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
285,HDBFS,HDB Financial Services Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
286,HDFCAMC,HDFC Asset Management Company Ltd.,2485.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
287,HDFCBANK,HDFC Bank Ltd.,727.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
288,HDFCLIFE,HDFC Life Insurance Company Ltd.,535.85,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
289,HFCL,HFCL Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
290,HAPPSTMNDS,Happiest Minds Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
291,HAVELLS,Havells India Ltd.,1298.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
292,HCG,Healthcare Global Enterprises Ltd.,,Nifty Microcap 250|Nifty Total Market
293,HEMIPROP,Hemisphere Properties India Ltd.,,Nifty Microcap 250|Nifty Total Market
294,HERITGFOOD,Heritage Foods Ltd.,,Nifty Microcap 250|Nifty Total Market
295,HEROMOTOCO,Hero MotoCorp Ltd.,5790.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
296,HEXT,Hexaware Technologies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
297,HSCL,Himadri Speciality Chemical Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
298,HINDALCO,Hindalco Industries Ltd.,1029.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
299,HAL,Hindustan Aeronautics Ltd.,5029.9,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
300,HCC,Hindustan Construction Co. Ltd.,,Nifty Microcap 250|Nifty Total Market
301,HINDCOPPER,Hindustan Copper Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
302,HINDPETRO,Hindustan Petroleum Corporation Ltd.,373.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
303,HINDUNILVR,Hindustan Unilever Ltd.,2077.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
304,HINDZINC,Hindustan Zinc Ltd.,561.9,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
305,POWERINDIA,Hitachi Energy India Ltd.,35700.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
306,HOMEFIRST,Home First Finance Company India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
307,HONASA,Honasa Consumer Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
308,HONAUT,Honeywell Automation India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
309,HUDCO,Housing & Urban Development Corporation Ltd.,189.99,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
310,HYUNDAI,Hyundai Motor India Ltd.,2199.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
311,ICICIBANK,ICICI Bank Ltd.,1417.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
312,ICICIGI,ICICI Lombard General Insurance Company Ltd.,1630.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
313,ICICIAMC,ICICI Prudential Asset Management Company Ltd.,3097.9,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
314,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
315,IDBI,IDBI Bank Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
316,IDFCFIRSTB,IDFC First Bank Ltd.,85.69,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
317,IFBIND,IFB Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
318,IFCI,IFCI Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
319,IIFLCAPS,IIFL Capital Services Ltd.,,Nifty Microcap 250|Nifty Total Market
320,IIFL,IIFL Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
321,INOXINDIA,INOX India Ltd.,,Nifty Microcap 250|Nifty Total Market
322,IRB,IRB Infrastructure Developers Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
323,IRCON,IRCON International Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
324,ITCHOTELS,ITC Hotels Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
325,ITC,ITC Ltd.,278.2,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
326,ITI,ITI Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
327,INDGN,Indegene Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
328,INDIACEM,India Cements Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
329,INDIAGLYCO,India Glycols Ltd.,,Nifty Microcap 250|Nifty Total Market
330,INDIASHLTR,India Shelter Finance Corporation Ltd.,,Nifty Microcap 250|Nifty Total Market
331,INDIAMART,Indiamart Intermesh Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
332,INDIANB,Indian Bank,894.95,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
333,IEX,Indian Energy Exchange Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
334,INDHOTEL,Indian Hotels Co. Ltd.,720.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
335,IMFA,Indian Metals & Ferro Alloys Ltd.,,Nifty Microcap 250|Nifty Total Market
336,IOC,Indian Oil Corporation Ltd.,139.4,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
337,IOB,Indian Overseas Bank,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
338,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,497.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
339,IRFC,Indian Railway Finance Corporation Ltd.,87.57,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
340,IREDA,Indian Renewable Energy Development Agency Ltd.,116.25,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
341,INDIGOPNTS,Indigo Paints Ltd.,,Nifty Microcap 250|Nifty Total Market
342,ICIL,Indo Count Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
343,IGL,Indraprastha Gas Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Quality 50|Nifty Total Market
344,INDUSTOWER,Indus Towers Ltd.,384.35,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
345,INDUSINDBK,IndusInd Bank Ltd.,1020.8,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
346,NAUKRI,Info Edge (India) Ltd.,1343.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
347,INFY,Infosys Ltd.,1169.2,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
348,INOXGREEN,Inox Green Energy Services Ltd.,,Nifty Microcap 250|Nifty Total Market
349,INOXWIND,Inox Wind Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
350,INTELLECT,Intellect Design Arena Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
351,INDIGO,InterGlobe Aviation Ltd.,5310.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
352,IGIL,International Gemological Institute Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
353,IKS,Inventurus Knowledge Solutions Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
354,IONEXCHANG,Ion Exchange (India) Ltd.,,Nifty Microcap 250|Nifty Total Market
355,IPCALAB,Ipca Laboratories Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
356,JKCEMENT,J.K. Cement Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
357,JAIBALAJI,JAI BALAJI INDUSTRIES Ltd.,,Nifty Microcap 250|Nifty Total Market
358,JBMA,JBM Auto Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
359,JKLAKSHMI,JK Lakshmi Cement Ltd.,,Nifty Microcap 250|Nifty Total Market
360,JKPAPER,JK Paper Ltd.,,Nifty Microcap 250|Nifty Total Market
361,JKTYRE,JK Tyre & Industries Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
362,JMFINANCIL,JM Financial Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
363,JSWCEMENT,JSW Cement Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
364,JSWDULUX,JSW Dulux Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
365,JSWENERGY,JSW Energy Ltd.,560.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
366,JSWINFRA,JSW Infrastructure Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
367,JSWSTEEL,JSW Steel Ltd.,1270.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
368,JAINREC,Jain Resource Recycling Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
369,JPPOWER,Jaiprakash Power Ventures Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
370,J&KBANK,Jammu & Kashmir Bank Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
371,JAMNAAUTO,Jamna Auto Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
372,JSFB,Jana Small Finance Bank Ltd.,,Nifty Microcap 250|Nifty Total Market
373,JAYNECOIND,Jayaswal Neco Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
374,JSLL,Jeena Sikho Lifecare Ltd.,,Nifty Microcap 250|Nifty Total Market
375,JINDALSAW,Jindal Saw Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
376,JSL,Jindal Stainless Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
377,JINDALSTEL,Jindal Steel Ltd.,1091.5,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
378,JIOFIN,Jio Financial Services Ltd.,249.05,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
379,JUBLFOOD,Jubilant Foodworks Ltd.,504.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
380,JUBLINGREA,Jubilant Ingrevia Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
381,JUBLPHARMA,Jubilant Pharmova Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
382,JLHL,Jupiter Life Line Hospitals Ltd.,,Nifty Microcap 250|Nifty Total Market
383,JWL,Jupiter Wagons Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
384,JUSTDIAL,Justdial Ltd.,,Nifty Microcap 250|Nifty Total Market
385,JYOTHYLAB,Jyothy Labs Ltd.,,Nifty Microcap 250|Nifty Total Market
386,JYOTICNC,Jyoti CNC Automation Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
387,KPRMILL,K.P.R. Mill Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
388,KEI,KEI Industries Ltd.,5700.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
389,KNRCON,KNR Constructions Ltd.,,Nifty Microcap 250|Nifty Total Market
390,KPIGREEN,KPI Green Energy Ltd.,,Nifty Microcap 250|Nifty Total Market
391,KPITTECH,KPIT Technologies Ltd.,614.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
392,KRBL,KRBL Ltd.,,Nifty Microcap 250|Nifty Total Market
393,KRN,KRN HEAT EXCHANGER AND REFRIGERATION Ltd.,,Nifty Microcap 250|Nifty Total Market
