rank,symbol,name,last_price,indices
254,IKS,Inventurus Knowledge Solutions Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
255,IPCALAB,Ipca Laboratories Ltd.,,Nifty 500|Nifty Midcap 150
256,JKCEMENT,J.K. Cement Ltd.,,Nifty 500|Nifty Midcap 150
257,JBMA,JBM Auto Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
258,JKTYRE,JK Tyre & Industries Ltd.,,Nifty 500|Nifty Smallcap 250
259,JMFINANCIL,JM Financial Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
260,JSWCEMENT,JSW Cement Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
261,JSWDULUX,JSW Dulux Ltd.,,Nifty 500|Nifty Smallcap 250
262,JSWENERGY,JSW Energy Ltd.,560.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
263,JSWINFRA,JSW Infrastructure Ltd.,,Nifty 500|Nifty Midcap 150
264,JSWSTEEL,JSW Steel Ltd.,1270.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
265,JAINREC,Jain Resource Recycling Ltd.,,Nifty 500|Nifty Smallcap 250
266,JPPOWER,Jaiprakash Power Ventures Ltd.,,Nifty 500|Nifty Smallcap 250
267,J&KBANK,Jammu & Kashmir Bank Ltd.,,Nifty 500|Nifty Smallcap 250
268,JINDALSAW,Jindal Saw Ltd.,,Nifty 500|Nifty Smallcap 250
269,JSL,Jindal Stainless Ltd.,,Nifty 500|Nifty Midcap 150
270,JINDALSTEL,Jindal Steel Ltd.,1091.5,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
271,JIOFIN,Jio Financial Services Ltd.,249.05,Nifty 100|Nifty 200|Nifty 50|Nifty 500
272,JUBLFOOD,Jubilant Foodworks Ltd.,504.1,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
273,JUBLINGREA,Jubilant Ingrevia Ltd.,,Nifty 500|Nifty Smallcap 250
274,JUBLPHARMA,Jubilant Pharmova Ltd.,,Nifty 500|Nifty Smallcap 250
275,JWL,Jupiter Wagons Ltd.,,Nifty 500|Nifty Smallcap 250
276,JYOTICNC,Jyoti CNC Automation Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
277,KPRMILL,K.P.R. Mill Ltd.,,Nifty 500|Nifty Midcap 150
278,KEI,KEI Industries Ltd.,5700.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
279,KPITTECH,KPIT Technologies Ltd.,614.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
280,KAJARIACER,Kajaria Ceramics Ltd.,,Nifty 500|Nifty Smallcap 250
281,KPIL,Kalpataru Projects International Ltd.,,Nifty 500|Nifty Smallcap 250
282,KALYANKJIL,Kalyan Jewellers India Ltd.,608.25,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
283,KARURVYSYA,Karur Vysya Bank Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
284,KAYNES,Kaynes Technology India Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
285,KEC,Kec International Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
286,KFINTECH,Kfin Technologies Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
287,KIRLOSENG,Kirloskar Oil Eng Ltd.,,Nifty 500|Nifty Smallcap 250
288,KOTAKBANK,Kotak Mahindra Bank Ltd.,391.15,Nifty 100|Nifty 200|Nifty 50|Nifty 500
289,KIMS,Krishna Institute of Medical Sciences Ltd.,,Nifty 500|Nifty Smallcap 250
290,LTF,L&T Finance Ltd.,306.3,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
291,LTTS,L&T Technology Services Ltd.,,Nifty 500|Nifty Midcap 150
292,LGEINDIA,LG Electronics India Ltd.,1729.7,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
293,LICHSGFIN,LIC Housing Finance Ltd.,500.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
294,LTFOODS,LT Foods Ltd.,,Nifty 500|Nifty Smallcap 250
295,LTM,LTM Ltd.,4715.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
296,LT,Larsen & Toubro Ltd.,4057.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
297,LATENTVIEW,Latent View Analytics Ltd.,,Nifty 500|Nifty Smallcap 250
298,LAURUSLABS,Laurus Labs Ltd.,1787.3,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
299,THELEELA,Leela Palaces Hotels & Resorts Ltd.,,Nifty 500|Nifty Smallcap 250
300,LEMONTREE,Lemon Tree Hotels Ltd.,,Nifty 500|Nifty Smallcap 250
301,LENSKART,Lenskart Solutions Ltd.,611.85,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
302,LICI,Life Insurance Corporation of India,,Nifty 500|Nifty Midcap 150
303,LINDEINDIA,Linde India Ltd.,,Nifty 500|Nifty Midcap 150
304,LLOYDSME,Lloyds Metals And Energy Ltd.,,Nifty 500|Nifty Midcap 150
305,LODHA,Lodha Developers Ltd.,1243.9,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
306,LUPIN,Lupin Ltd.,2235.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
307,MMTC,MMTC Ltd.,,Nifty 500|Nifty Smallcap 250
308,MRF,MRF Ltd.,133490.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
309,MGL,Mahanagar Gas Ltd.,,Nifty 500|Nifty Smallcap 250
310,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,390.1,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
311,M&M,Mahindra & Mahindra Ltd.,3428.3,Nifty 100|Nifty 200|Nifty 50|Nifty 500
312,MANAPPURAM,Manappuram Finance Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
313,MRPL,Mangalore Refinery & Petrochemicals Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
314,MANKIND,Mankind Pharma Ltd.,2425.2,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
315,MARICO,Marico Ltd.,865.2,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
316,MARUTI,Maruti Suzuki India Ltd.,13834.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
317,MFSL,Max Financial Services Ltd.,1538.1,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
318,MAXHEALTH,Max Healthcare Institute Ltd.,1008.6,Nifty 100|Nifty 200|Nifty 50|Nifty 500
319,MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,2580.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
320,MEESHO,Meesho Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
321,MINDACORP,Minda Corporation Ltd.,,Nifty 500|Nifty Smallcap 250
322,MSUMI,Motherson Sumi Wiring India Ltd.,,Nifty 500|Nifty Smallcap 250
323,MOTILALOFS,Motilal Oswal Financial Services Ltd.,903.7,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
324,MPHASIS,MphasiS Ltd.,2545.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
325,MCX,Multi Commodity Exchange of India Ltd.,2911.5,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
326,MUTHOOTFIN,Muthoot Finance Ltd.,2842.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
327,NATCOPHARM,NATCO Pharma Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
328,NBCC,NBCC (India) Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
329,NCC,NCC Ltd.,,Nifty 500|Nifty Smallcap 250
330,NHPC,NHPC Ltd.,76.9,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
331,NLCINDIA,NLC India Ltd.,,Nifty 500|Nifty Midcap 150
332,NMDC,NMDC Ltd.,84.4,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
333,NSLNISP,NMDC Steel Ltd.,,Nifty 500|Nifty Smallcap 250
334,NTPCGREEN,NTPC Green Energy Ltd.,,Nifty 500|Nifty Midcap 150
335,NTPC,NTPC Ltd.,340.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
336,NH,Narayana Hrudayalaya Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
337,NATIONALUM,National Aluminium Co. Ltd.,376.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
338,NAVA,Nava Ltd.,,Nifty 500|Nifty Smallcap 250
339,NAVINFLUOR,Navin Fluorine International Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
340,NESTLEIND,Nestle India Ltd.,1499.1,Nifty 100|Nifty 200|Nifty 50|Nifty 500
341,NETWEB,Netweb Technologies India Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
342,NEULANDLAB,Neuland Laboratories Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
343,NEWGEN,Newgen Software Technologies Ltd.,,Nifty 500|Nifty Smallcap 250
344,NAM-INDIA,Nippon Life India Asset Management Ltd.,,Nifty 500|Nifty Midcap 150
345,NIVABUPA,Niva Bupa Health Insurance Company Ltd.,,Nifty 500|Nifty Smallcap 250
346,NUVAMA,Nuvama Wealth Management Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
347,NUVOCO,Nuvoco Vistas Corporation Ltd.,,Nifty 500|Nifty Smallcap 250
348,OBEROIRLTY,Oberoi Realty Ltd.,1846.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
349,ONGC,Oil & Natural Gas Corporation Ltd.,236.4,Nifty 100|Nifty 200|Nifty 50|Nifty 500
350,OIL,Oil India Ltd.,468.5,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
351,OLAELEC,Ola Electric Mobility Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
352,OLECTRA,Olectra Greentech Ltd.,,Nifty 500|Nifty Smallcap 250
353,PAYTM,One 97 Communications Ltd.,1603.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
354,ONESOURCE,Onesource Specialty Pharma Ltd.,,Nifty 500|Nifty Smallcap 250
355,OFSS,Oracle Financial Services Software Ltd.,11828.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
356,POLICYBZR,PB Fintech Ltd.,1741.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
357,PCBL,PCBL Chemical Ltd.,,Nifty 500|Nifty Smallcap 250
358,PGEL,PG Electroplast Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
359,PIIND,PI Industries Ltd.,2490.1,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
360,PNBHOUSING,PNB Housing Finance Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
361,PTCIL,PTC Industries Ltd.,,Nifty 500|Nifty Smallcap 250
362,PVRINOX,PVR INOX Ltd.,,Nifty 500|Nifty Smallcap 250
363,PAGEIND,Page Industries Ltd.,36750.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
364,PARADEEP,Paradeep Phosphates Ltd.,,Nifty 500|Nifty Smallcap 250
365,PATANJALI,Patanjali Foods Ltd.,352.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
366,PERSISTENT,Persistent Systems Ltd.,5580.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
367,PETRONET,Petronet LNG Ltd.,,Nifty 500|Nifty Midcap 150
368,PFIZER,Pfizer Ltd.,,Nifty 500|Nifty Smallcap 250
369,PHOENIXLTD,Phoenix Mills Ltd.,1890.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
370,PWL,Physicswallah Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
371,PIDILITIND,Pidilite Industries Ltd.,1693.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
372,PINELABS,Pine Labs Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
373,PIRAMALFIN,Piramal Finance Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
374,PPLPHARMA,Piramal Pharma Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
375,POLYMED,Poly Medicure Ltd.,,Nifty 500|Nifty Smallcap 250
376,POLYCAB,Polycab India Ltd.,9240.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
377,POONAWALLA,Poonawalla Fincorp Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
378,PFC,Power Finance Corporation Ltd.,376.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
379,POWERGRID,Power Grid Corporation of India Ltd.,266.05,Nifty 100|Nifty 200|Nifty 50|Nifty 500
380,PREMIERENE,Premier Energies Ltd.,1017.3,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
381,PRESTIGE,Prestige Estates Projects Ltd.,1592.5,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
382,PFOCUS,Prime Focus Ltd.,,Nifty 500|Nifty Smallcap 250
383,PNB,Punjab National Bank,118.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
384,RRKABEL,R R Kabel Ltd.,,Nifty 500|Nifty Smallcap 250
385,RBLBANK,RBL Bank Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
386,RECLTD,REC Ltd.,335.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
387,RHIM,RHI MAGNESITA INDIA LTD.,,Nifty 500|Nifty Smallcap 250
388,RITES,RITES Ltd.,,Nifty 500|Nifty Smallcap 250
389,RADICO,Radico Khaitan Ltd,4650.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
390,RVNL,Rail Vikas Nigam Ltd.,227.35,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
391,RAILTEL,Railtel Corporation Of India Ltd.,,Nifty 500|Nifty Smallcap 250
392,RAINBOW,Rainbow Childrens Medicare Ltd.,,Nifty 500|Nifty Smallcap 250
393,RKFORGE,Ramkrishna Forgings Ltd.,,Nifty 500|Nifty Smallcap 250
394,REDINGTON,Redington Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
395,RELIANCE,Reliance Industries Ltd.,1310.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
396,RPOWER,Reliance Power Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
397,SBFC,SBFC Finance Ltd.,,Nifty 500|Nifty Smallcap 250
398,SBICARD,SBI Cards and Payment Services Ltd.,633.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
399,SBILIFE,SBI Life Insurance Company Ltd.,1795.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
400,SJVN,SJVN Ltd.,,Nifty 500|Nifty Midcap 150
401,SRF,SRF Ltd.,2606.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
402,SAGILITY,Sagility Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
403,SAILIFE,Sai Life Sciences Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
404,SAMMAANCAP,Sammaan Capital Ltd.,,Nifty 500|Nifty Smallcap 250
405,MOTHERSON,Samvardhana Motherson International Ltd.,168.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
406,SAPPHIRE,Sapphire Foods India Ltd.,,Nifty 500|Nifty Smallcap 250
407,SARDAEN,Sarda Energy and Minerals Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
408,SAREGAMA,Saregama India Ltd,,Nifty 500|Nifty Smallcap 250
409,SCHAEFFLER,Schaeffler India Ltd.,,Nifty 500|Nifty Midcap 150
410,SCHNEIDER,Schneider Electric Infrastructure Ltd.,,Nifty 500|Nifty Smallcap 250
411,SCI,Shipping Corporation of India Ltd.,,Nifty 500|Nifty Smallcap 250
412,SHREECEM,Shree Cement Ltd.,24795.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
413,SHRIRAMFIN,Shriram Finance Ltd.,1122.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
414,SHYAMMETL,Shyam Metalics and Energy Ltd.,,Nifty 500|Nifty Smallcap 250
415,ENRIN,Siemens Energy India Ltd.,3536.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
416,SIEMENS,Siemens Ltd.,3940.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
417,SIGNATURE,Signatureglobal (India) Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
418,SOBHA,Sobha Ltd.,,Nifty 500|Nifty Smallcap 250
419,SOLARINDS,Solar Industries India Ltd.,19969.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
420,SONACOMS,Sona BLW Precision Forgings Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
421,SONATSOFTW,Sonata Software Ltd.,,Nifty 500|Nifty Smallcap 250
422,STARHEALTH,Star Health and Allied Insurance Company Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
423,SBIN,State Bank of India,1067.7,Nifty 100|Nifty 200|Nifty 50|Nifty 500
424,SAIL,Steel Authority of India Ltd.,169.51,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
425,SUMICHEM,Sumitomo Chemical India Ltd.,,Nifty 500|Nifty Smallcap 250
426,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,1930.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
427,SUNTV,Sun TV Network Ltd.,,Nifty 500|Nifty Smallcap 250
428,SUNDARMFIN,Sundaram Finance Ltd.,,Nifty 500|Nifty Midcap 150
429,SUPREMEIND,Supreme Industries Ltd.,3558.9,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
430,SPLPETRO,Supreme Petrochem Ltd.,,Nifty 500|Nifty Smallcap 250
431,SUZLON,Suzlon Energy Ltd.,47.1,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
432,SWANCORP,Swan Corp Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
433,SWIGGY,Swiggy Ltd.,276.3,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
434,SYNGENE,Syngene International Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
435,SYRMA,Syrma SGS Technology Ltd.,,Nifty 500|Nifty Smallcap 250
436,TBOTEK,TBO Tek Ltd.,,Nifty 500|Nifty Smallcap 250
437,TVSMOTOR,TVS Motor Company Ltd.,4307.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
438,TATACAP,Tata Capital Ltd.,364.2,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
439,TATACHEM,Tata Chemicals Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
440,TATACOMM,Tata Communications Ltd.,1718.1,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
441,TCS,Tata Consultancy Services Ltd.,2361.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
442,TATACONSUM,Tata Consumer Products Ltd.,1079.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500
443,TATAELXSI,Tata Elxsi Ltd.,3772.7,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
444,TATAINVEST,Tata Investment Corporation Ltd.,667.3,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
445,TMCV,Tata Motors Ltd.,474.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
446,TMPV,Tata Motors Passenger Vehicles Ltd.,334.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500
447,TATAPOWER,Tata Power Co. Ltd.,382.05,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
448,TATASTEEL,Tata Steel Ltd.,183.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500
449,TATATECH,Tata Technologies Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
450,TTML,Tata Teleservices (Maharashtra) Ltd.,,Nifty 500|Nifty Smallcap 250
451,TECHM,Tech Mahindra Ltd.,1632.8,Nifty 100|Nifty 200|Nifty 50|Nifty 500
452,TECHNOE,Techno Electric & Engineering Company Ltd.,,Nifty 500|Nifty Smallcap 250
453,TEGA,Tega Industries Ltd.,,Nifty 500|Nifty Smallcap 250
454,TEJASNET,Tejas Networks Ltd.,,Nifty 500|Nifty Smallcap 250
455,TENNIND,Tenneco Clean Air India Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
456,NIACL,The New India Assurance Company Ltd.,,Nifty 500|Nifty Midcap 150
457,RAMCOCEM,The Ramco Cements Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
458,THERMAX,Thermax Ltd.,,Nifty 500|Nifty Midcap 150
459,TIMKEN,Timken India Ltd.,,Nifty 500|Nifty Smallcap 250
460,TITAGARH,Titagarh Rail Systems Ltd.,,Nifty 500|Nifty Smallcap 250
461,TITAN,Titan Company Ltd.,5056.2,Nifty 100|Nifty 200|Nifty 50|Nifty 500
462,TORNTPHARM,Torrent Pharmaceuticals Ltd.,4833.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
463,TORNTPOWER,Torrent Power Ltd.,,Nifty 500|Nifty Midcap 150
464,TARIL,Transformers And Rectifiers (India) Ltd.,,Nifty 500|Nifty Smallcap 250
465,TRAVELFOOD,Travel Food Services Ltd.,,Nifty 500|Nifty Smallcap 250
466,TRENT,Trent Ltd.,2978.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
467,TRIDENT,Trident Ltd.,,Nifty 500|Nifty Smallcap 250
468,TRITURBINE,Triveni Turbine Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
469,TIINDIA,Tube Investments of India Ltd.,2733.5,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
470,UCOBANK,UCO Bank,,Nifty 500|Nifty Smallcap 250
471,UNOMINDA,UNO Minda Ltd.,,Nifty 500|Nifty Midcap 150
472,UPL,UPL Ltd.,563.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
473,UTIAMC,UTI Asset Management Company Ltd.,,Nifty 500|Nifty Smallcap 250
474,ULTRACEMCO,UltraTech Cement Ltd.,11619.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
475,UNIONBANK,Union Bank of India,187.38,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
476,UBL,United Breweries Ltd.,,Nifty 500|Nifty Midcap 150
477,UNITDSPR,United Spirits Ltd.,1536.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
478,URBANCO,Urban Company Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
479,USHAMART,Usha Martin Ltd.,,Nifty 500|Nifty Smallcap 250
480,VTL,Vardhman Textiles Ltd.,,Nifty 500|Nifty Smallcap 250
481,VBL,Varun Beverages Ltd.,435.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
482,VEDL,Vedanta Ltd.,267.5,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
483,VIJAYA,Vijaya Diagnostic Centre Ltd.,,Nifty 500|Nifty Smallcap 250
484,VMM,Vishal Mega Mart Ltd.,105.2,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
485,IDEA,Vodafone Idea Ltd.,14.11,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
486,VOLTAS,Voltas Ltd.,1320.5,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150
487,WAAREEENER,Waaree Energies Ltd.,2682.0,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
488,WELCORP,Welspun Corp Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
489,WELSPUNLIV,Welspun Living Ltd.,,Nifty 500|Nifty Smallcap 250
490,WHIRLPOOL,Whirlpool of India Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
491,WIPRO,Wipro Ltd.,184.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500
492,WOCKPHARMA,Wockhardt Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50
493,YESBANK,Yes Bank Ltd.,22.67,Nifty 200|Nifty 500|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50
494,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,,Nifty 500|Nifty Smallcap 250
495,ZEEL,Zee Entertainment Enterprises Ltd.,,Nifty 500|Nifty Smallcap 250
496,ZENTEC,Zen Technologies Ltd.,,Nifty 500|Nifty Smallcap 250
497,ZENSARTECH,Zensar Technolgies Ltd.,,Nifty 500|Nifty Smallcap 100|Nifty Smallcap 250
498,ZYDUSLIFE,Zydus Lifesciences Ltd.,1135.2,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50
499,ZYDUSWELL,Zydus Wellness Ltd.,,Nifty 500|Nifty Smallcap 250
500,ECLERX,eClerx Services Ltd.,,Nifty 500|Nifty Smallcap 250
